id,question,version,time_elapsed,proof,score,pilot
pB,qID-1,A,14.308,T1_S2_IN2,1.0,1.0
pB,qID-2,A,56.914,T1_S2_IN2,1.0,1.0
pB,qID-0,A,53.857,T1_S2_C2,1.0,1.0
pB,qID-11,A,4.22,T1_S2_C2,3.0,1.0
pB,qID-2,A,17.587,T1_S2_C2,1.0,1.0
pB,qID-1,A,21.909,T1_S2_C2,1.0,1.0
pB,qID-0,A,65.687,T1_S2_IN1,1.0,1.0
pB,qID-11,A,1.312,T1_S2_IN1,1.0,1.0
pB,qID-12,A,13.503,T1_S2_IN1,1.0,1.0
pB,qID-13,A,48.268,T1_S2_IN1,1.0,1.0
pB,qID-2,A,15.731,T1_S2_IN1,1.0,1.0
pC,qID-3,B,104.138,P1,1.0,1.0
pC,qID-1,B,11.745,P1,1.0,1.0
pC,qID-2,B,10.512,P1,1.0,1.0
pC,qID-2,B,11.473,P2,1.0,1.0
pC,qID-3,B,9.304,P2,1.0,1.0
pC,qID-1,B,10.558,P2,1.0,1.0
pC,qID-1,B,16.224,P7,0.0,1.0
pC,qID-11,B,25.712,P7,1.0,1.0
pC,qID-13,B,7.899,P7,0.0,1.0
pC,qID-12,B,10.355,P7,0.0,1.0
pC,qID-1,B,15.781,P5,1.0,1.0
pC,qID-1,B,9.983,P3,1.0,1.0
pC,qID-1,B,15.064,P6,0.0,1.0
pC,qID-1,B,13.274,P4,1.0,1.0
pC,qID-0,B,106.529,T1_S1_IN3,1.0,1.0
pC,qID-11,B,13.393,T1_S1_IN3,1.0,1.0
pC,qID-12,B,45.347,T1_S1_IN3,1.0,1.0
pC,qID-13,B,5.166,T1_S1_IN3,0.0,1.0
pC,qID-3,B,22.369,T1_S1_IN3,1.0,1.0
pC,qID-0,B,53.448,T1_S1_C1,1.0,1.0
pC,qID-11,B,3.03,T1_S1_C1,3.0,1.0
pC,qID-3,B,21.718,T1_S1_C1,1.0,1.0
pC,qID-2,B,26.031,T1_S1_C1,1.0,1.0
pC,qID-0,B,36.288,T1_S1_IN1,1.0,1.0
pC,qID-11,B,8.063,T1_S1_IN1,0.0,1.0
pC,qID-2,B,15.476,T1_S1_IN1,1.0,1.0
pC,qID-3,B,14.793,T1_S1_IN1,0.0,1.0
pC,qID-0,B,56.074,T1_S1_IN2,1.0,1.0
pC,qID-11,B,2.293,T1_S1_IN2,1.0,1.0
pC,qID-12,B,5.798,T1_S1_IN2,1.0,1.0
pC,qID-13,B,10.571,T1_S1_IN2,0.0,1.0
pC,qID-2,B,9.629,T1_S1_IN2,1.0,1.0
pC,qID-1,B,15.416,T1_S1_IN2,1.0,1.0
pC,qID-0,B,99.624,T1_S1_C2,1.0,1.0
pC,qID-11,B,39.627,T1_S1_C2,3.0,1.0
pC,qID-3,B,24.969,T1_S1_C2,1.0,1.0
pC,qID-4,B,13.986,T1_S1_C2,1.0,1.0
pC,qID-11,B,125.023,T1_S2_IN1,1.0,1.0
pC,qID-12,B,9.418,T1_S2_IN1,0.0,1.0
pC,qID-13,B,36.511,T1_S2_IN1,0.0,1.0
pC,qID-2,B,7.8,T1_S2_IN1,1.0,1.0
pC,qID-0,B,121.875,T1_S2_IN1,1.0,1.0
pC,qID-0,B,9.694,T1_S2_C2,1.0,1.0
pC,qID-11,B,1.448,T1_S2_C2,3.0,1.0
pC,qID-1,B,32.259,T1_S2_C2,1.0,1.0
pC,qID-2,B,13.999,T1_S2_C2,1.0,1.0
pC,qID-0,B,94.068,T1_S2_IN2,1.0,1.0
pC,qID-11,B,2.157,T1_S2_IN2,0.0,1.0
pC,qID-2,B,26.398,T1_S2_IN2,1.0,1.0
pC,qID-1,B,19.211,T1_S2_IN2,1.0,1.0
pD,qID-2,B,122.479,P1,1.0,1.0
pD,qID-1,B,24.898,P1,1.0,1.0
pD,qID-3,B,26.584,P1,1.0,1.0
pD,qID-1,B,35.719,P2,1.0,1.0
pD,qID-3,B,12.604,P2,1.0,1.0
pD,qID-2,B,23.762,P2,1.0,1.0
pD,qID-1,B,32.551,P4,1.0,1.0
pD,qID-13,B,32.105,P4,1.0,1.0
pD,qID-12,B,44.087,P4,1.0,1.0
pD,qID-11,B,26.849,P4,1.0,1.0
pD,qID-1,B,13.717,P3,1.0,1.0
pD,qID-1,B,28.617,P7,1.0,1.0
pD,qID-1,B,16.501,P5,1.0,1.0
pD,qID-1,B,14.87,P6,1.0,1.0
pD,qID-0,A,106.013,T1_S1_IN1,1.0,1.0
pD,qID-11,A,43.419,T1_S1_IN1,1.0,1.0
pD,qID-12,A,12.684,T1_S1_IN1,1.0,1.0
pD,qID-13,A,97.619,T1_S1_IN1,1.0,1.0
pD,qID-3,A,13.611,T1_S1_IN1,1.0,1.0
pD,qID-2,A,17.017,T1_S1_IN1,1.0,1.0
pD,qID-0,A,97.7,T1_S1_C1,1.0,1.0
pD,qID-11,A,7.669,T1_S1_C1,3.0,1.0
pD,qID-3,A,34.519,T1_S1_C1,1.0,1.0
pD,qID-2,A,26.712,T1_S1_C1,1.0,1.0
pD,qID-0,A,51.573,T1_S1_IN2,1.0,1.0
pD,qID-11,A,5.0,T1_S1_IN2,1.0,1.0
pD,qID-12,A,21.03,T1_S1_IN2,1.0,1.0
pD,qID-13,A,132.502,T1_S1_IN2,0.0,1.0
pD,qID-1,A,20.18,T1_S1_IN2,1.0,1.0
pD,qID-2,A,21.319,T1_S1_IN2,1.0,1.0
pD,qID-0,A,47.565,T1_S1_IN3,1.0,1.0
pD,qID-11,A,6.865,T1_S1_IN3,0.0,1.0
pD,qID-3,A,29.899,T1_S1_IN3,1.0,1.0
pD,qID-0,A,61.154,T1_S1_C2,1.0,1.0
pD,qID-11,A,1.998,T1_S1_C2,3.0,1.0
pD,qID-3,A,25.106,T1_S1_C2,1.0,1.0
pD,qID-4,A,19.192,T1_S1_C2,1.0,1.0
pD,qID-0,A,55.105,T1_S2_C2,1.0,1.0
pD,qID-11,A,2.465,T1_S2_C2,3.0,1.0
pD,qID-2,A,32.597,T1_S2_C2,1.0,1.0
pD,qID-1,A,15.785,T1_S2_C2,1.0,1.0
pD,qID-0,A,80.768,T1_S2_IN1,1.0,1.0
pD,qID-11,A,3.348,T1_S2_IN1,1.0,1.0
pD,qID-12,A,17.303,T1_S2_IN1,1.0,1.0
pD,qID-13,A,69.662,T1_S2_IN1,1.0,1.0
pD,qID-2,A,21.019,T1_S2_IN1,1.0,1.0
pD,qID-0,A,81.331,T1_S2_IN2,1.0,1.0
pD,qID-11,A,3.367,T1_S2_IN2,1.0,1.0
pD,qID-12,A,6.219,T1_S2_IN2,1.0,1.0
pD,qID-13,A,25.218,T1_S2_IN2,1.0,1.0
pD,qID-2,A,42.416,T1_S2_IN2,1.0,1.0
pD,qID-1,A,45.73,T1_S2_IN2,1.0,1.0
